,doc_id,doc_text
6017,6205,What were the best movies of 2014? Why?
6018,6206,What are some of the best movies of 2014?
6019,6207,What is the weirdest dream you've had?
6020,6208,What is your weirdest dream you remember?
6021,6210,Who was the most powerful king in the history of India? Why?
6022,6211,How is blade commerce controlled in Vermont compared to Connecticut under the knife legislation?
6023,6212,How is blade commerce controlled in Vermont compared to Nebraska under the knife legislation?
6024,6213,How prevalent was sexual harassment in 1960's & 1970's offices?
6025,6214,Has America gone back to the 1960's and 70's politically?
6026,6215,What are some good experiment with family?
6027,6216,What are the best experiences?
6028,6217,Are there any RSS readers that pull comments?
6029,6218,Are there any RSS readers for OS X that pull comments?
6030,6219,Is it weird for me to consider the wearing of a hijab by women to be sexually attractive and sexually arousing?
6031,6220,"Do Muslim women have to wear a jilbab? Is it possible to wear wide pants, and a long-sleeved thick shirt with a hijab?"
6032,6221,How can I deal with depression and low self-esteem?
6033,6222,What should I do to get rid of my anxiety and my low self-esteem?
6034,6223,How is the procentual difference between 4% and 3%?
6035,6224,What is the procentual difference between 4% and 3%? What is the formula to calculate?
6036,6225,How do I change the font style on the HTC Desire 816g?
6037,6226,How can I change the font style in htc desire 816g?
6038,6227,What is the difference between analytical analysis and simulation?
6039,6228,What is the difference between global maximum and minimum temperature for simulation and analysis purpose in ANSYS?
6040,6229,Is it bad if I tell my boss I don't want to get paid?
6041,6230,What would happen if I was working and said to my boss I don't want to get paid?
6042,6231,Where should I stay in Munnar?
6043,6232,What are the best places to stay in munnar?
6044,6233,What do you make of this Game of Thrones theory?
6045,6234,How can I order goods from U.S.A and where do I find them in bulks…for example something like Alibaba?
6046,6235,What is the legal age for sexual consent in India?
6047,6236,What is the age of consent in India?
6048,6237,What systems software can run domestic debit card without banks?
6049,6238,If a man is a single father in Russia would he be looked down on?
6050,6239,What online grocery/food delivery services accept EBT cards/food stamps?
6051,6240,Can you use EBT cards at Costco or Sam's Club?
6052,6241,How do I overcome my inferiority complex ?
6053,6242,How do I overcome my inferiority complex?
6054,6243,Which grand theft auto is your favourite?
6055,6245,Will Pakistan destroy India?
6056,6246,How is Pakistan destroying India?
6057,6247,Do people find dimples attractive?
6058,6248,Why are dimples such a cherished trait?
6059,6249,Where is Bhutan?
6060,6250,What is Bhutan?
6061,6251,How YouTube pay?
6062,6252,When can Youtube pay?
6063,6254,How can I think like Sherlock Holmes?
6064,6255,Future of Work: Will machines replace humans?
6065,6256,When will robots take people's jobs? Is it expected to happen overnight or will it take a while?
6066,6257,Does Putin like Hillary Clinton?
6067,6258,Why should one vote for Hillary Clinton in the 2016 presidential election?
6068,6259,Is sexstorian.com safe?
6069,6260,Is zerocensorship.com safe?
6070,6261,I forgot my password and the email address I used to create my Snapchat account. How can I log in or at least change my email address or password?
6071,6262,How do I delete an account on instagram if I can't remember the password or email?
6072,6263,What is the best time to book a Caribbean trip?
6073,6264,When is best time to book carribian trip?
6074,6265,What do you think of Supreme Court's decision of playing National Anthem in all cinemas?
6075,6266,Why did Harry Potter name his daughter after Luna Lovegood?
6076,6267,What happened to Luna Lovegood after Book 7?
6077,6268,Which is better AMD radeon r5 m335 4GB or Nvidia Geforce 940m 4GB graphic card for gaming?
6078,6269,Which is better AMD radeon r5 m335 4GB or Nvidia Geforce 940m 4GB graphic card for laptops?
6079,6270,What is the solution to this puzzle?
6080,6271,"If you choose an answer to this question at random, what is the chance you will be correct? (A) 25% (B) 50% (C) 60% (D) 25%"
6081,6272,What will be the effect in Stock market after the Indian Government's decision to demonitize 500 and 1000 rupee notes?
6082,6274,What do you think of PM's decision on the banning of 500 and 100 rupee notes?
6083,6275,What do you think of the decision by the Indian government to demonetize 500 and 1000 rupee notes?
6084,6277,How do I impress my boss's boss?
6085,6278,What's the worst thing someone has done to you?
6086,6279,What is the worst thing that someone has done to you and how do you feel about it now?
6087,6280,My face has gained a lot of fat .How do I reduce it?
6088,6281,What is the best way to reduce face fat?
6089,6282,"If I apply in a company for the post of Business analyst or Data analyst, will I be asked for any SQL or VBA certification?"
6090,6283,Is there a need of SQL and VBA certification for applying for business analyst post?
6091,6284,What are the legal separation laws in PA and how do they compare with the ones in Washington?
6092,6285,What are the legal separation laws in PA and how do they compare with the ones in Indiana?
6093,6286,What is local viable in java?
6094,6287,What are the advantages of adopting a child?
6095,6288,How do I fold both rear-seats & one of the front seats in Maruti Swift Diesel Vdi 2014 model?
6096,6289,What is best seat color for grey swift?
6097,6290,What books should read?
6098,6291,What books should one read?
6099,6292,What is Ali Garh Trusteeship bill?
6100,6293,Were Jawaharlal Nehru and Muhammad Ali Jinnah brothers?
6101,6294,Why are you not talking to me?
6102,6295,Why does he not talk to me?
6103,6296,I forgot my Tata Photon password. How can I get back?
6104,6297,I have a Tata Photon modem but I forgot its password. How can I it get back? Model: EC156 MEID to know me
6105,6298,What is the relative permeability of steel?
6106,6299,What is the relative permeability of silicon steel?
6107,6300,What are some must have softwares for students?
6108,6301,"What are some ""must-have"" software?"
6109,6302,Can a Lightsaber cut through Adamantium?
6110,6303,Can a lightsaber cut through Superman?
6111,6304,Which is correct: each of you is  or  each of you are?
6112,6305,"""I am sorry"" vs ""excuse me"": When should each be used?"
6113,6306,Who is the better candidate for being the President of the United States of America: Hillary Clinton or Donald Trump?
6114,6307,In what aspects is Hillary Clinton better than Trump?
6115,6308,Why did the Korean war happen?
6116,6309,Why did the Vietnam war happen?
6117,6310,How do you run away as an adult?
6118,6311,How can I run away from Algeria?
6119,6312,What do you think of the move by the govt to scrap 500 & 1000 rupee notes?
6120,6313,What are the possible implications of Demonetization of 500 and 1000 rupee notes?
6121,6314,What is wrong in this c++ code?
6122,6315,What is wrong in my C++ code?
6123,6316,What should I do if I haven't had my periods for almost four months now?
6124,6317,What can cause a woman's period to be late?
6125,6318,How can Jammu & Kashmir issue be resolved?
6126,6319,What is the best political solution to the Kashmir conflict?
6127,6320,Where can I watch Sherlock Season 4 online?
6128,6321,How can is see Sherlock Holmes season 4 online?
6129,6322,What are the ways for enhancing practical knowledge and exposure for a CA student in the 2 months period after IPCC 1st group exam?
6130,6323,What are the stuffs to read to enhance the practical knowledge and exposure For a CA student?
6131,6324,"What are some sentence examples using ""jejune""?"
6132,6325,"What are some sentence examples using ""satirical""?"
6133,6326,What are sac fungi? What are some examples?
6134,6327,What are some fungi examples?
6135,6328,Where can I download a cracked version of photoshop?
6136,6329,Where can I download a cracked version of Mathematica?
6137,6330,What do you think of love?
6138,6331,What do you think of your first love?
6139,6332,"After a US President serves two four-year terms, can they run again after four to eight years being out of office?"
6140,6333,How was FDR elected four times when the limit was two terms?
6141,6334,Where in Hyderabad can I find karate classes for adult women?
6142,6335,Are there any female karate instructors in Hyderabad?
